AndroidProject,6716,6.86652977412731,17,89374,3.0,1.0,1.0
AndroidPicker,6713,9.872689938398358,57,28197,3.0,1.0,0.0
mybatis-generator-gui,6710,9.325119780971937,16,14934,5.0,1.0,3.0
springBoot,6702,8.826830937713895,0,868,1.0,2.0,4.0
AndroidAutoLayout,6675,9.796030116358658,0,7466,4.0,2.0,3.0
Leaf,6671,6.7323750855578375,0,149,1.0,1.0,0.5
Recaf,6658,8.106776180698152,100,60015,5.0,1.0,1.0
storm,6653,11.83025325119781,5,156348,,,
AndPermission,6644,8.980150581793293,0,1665,4.0,1.0,0.0
hertzbeat,6616,3.5811088295687883,6,337142,5.0,1.0,0.0
byte-buddy,6611,11.775496235455167,100,1006594,3.0,1.0,0.0
quartz,6609,9.494866529774127,5,26725,7.5,1.0,1.0
Toasty,6597,8.626967830253252,19,977,1.0,1.0,0.0
zeppelin,6560,10.447638603696099,0,108431,9.0,2.0,68.0
smali,6534,12.947296372347708,0,9535,5.0,2.0,1.0
ansj_seg,6530,12.996577686516085,3,352518,4.0,2.0,0.0
AppManager,6525,5.2648870636550305,76,79868,6.0,1.0,1.0
